segment_id,participant,grid_position,label,original_file,segment_length
1204,participant5,5,5,P05_trial0006.csv,31
1205,participant5,5,5,P05_trial0006.csv,31
1206,participant5,5,5,P05_trial0006.csv,31
1207,participant5,5,5,P05_trial0006.csv,31
1208,participant5,5,5,P05_trial0006.csv,31
1209,participant5,5,5,P05_trial0006.csv,31
1210,participant5,5,5,P05_trial0006.csv,31
1211,participant5,5,5,P05_trial0006.csv,31
1212,participant5,5,5,P05_trial0006.csv,31
1213,participant5,5,5,P05_trial0006.csv,31
1214,participant5,5,5,P05_trial0006.csv,31
1215,participant5,5,5,P05_trial0006.csv,31
1216,participant5,5,5,P05_trial0006.csv,31
1217,participant5,5,5,P05_trial0006.csv,31
1218,participant5,5,5,P05_trial0006.csv,31
1219,participant5,5,5,P05_trial0006.csv,31
1220,participant5,5,5,P05_trial0006.csv,31
1221,participant5,5,5,P05_trial0006.csv,31
1222,participant5,6,6,P05_trial0007.csv,31
1223,participant5,6,6,P05_trial0007.csv,31
1224,participant5,6,6,P05_trial0007.csv,31
1225,participant5,6,6,P05_trial0007.csv,31
1226,participant5,6,6,P05_trial0007.csv,31
1227,participant5,6,6,P05_trial0007.csv,31
1228,participant5,6,6,P05_trial0007.csv,31
1229,participant5,6,6,P05_trial0007.csv,31
1230,participant5,6,6,P05_trial0007.csv,31
1231,participant5,6,6,P05_trial0007.csv,31
1232,participant5,6,6,P05_trial0007.csv,31
1233,participant5,6,6,P05_trial0007.csv,31
1234,participant5,6,6,P05_trial0007.csv,31
1235,participant5,6,6,P05_trial0007.csv,31
1236,participant5,6,6,P05_trial0007.csv,31
1237,participant5,6,6,P05_trial0007.csv,31
1238,participant5,6,6,P05_trial0007.csv,31
1239,participant5,6,6,P05_trial0007.csv,31
1240,participant5,6,6,P05_trial0007.csv,31
1241,participant5,6,6,P05_trial0007.csv,31
1242,participant5,6,6,P05_trial0007.csv,31
1243,participant5,6,6,P05_trial0007.csv,31
1244,participant5,6,6,P05_trial0007.csv,31
1245,participant5,6,6,P05_trial0007.csv,31
1246,participant5,6,6,P05_trial0007.csv,31
1247,participant5,6,6,P05_trial0007.csv,31
1248,participant5,6,6,P05_trial0007.csv,31
1249,participant5,6,6,P05_trial0007.csv,31
1250,participant5,6,6,P05_trial0007.csv,31
1251,participant5,6,6,P05_trial0007.csv,31
1252,participant5,6,6,P05_trial0007.csv,31
1253,participant5,7,7,P05_trial0008.csv,31
1254,participant5,7,7,P05_trial0008.csv,31
1255,participant5,7,7,P05_trial0008.csv,31
1256,participant5,7,7,P05_trial0008.csv,31
1257,participant5,7,7,P05_trial0008.csv,31
1258,participant5,7,7,P05_trial0008.csv,31
1259,participant5,7,7,P05_trial0008.csv,31
1260,participant5,7,7,P05_trial0008.csv,31
1261,participant5,7,7,P05_trial0008.csv,31
1262,participant5,7,7,P05_trial0008.csv,31
1263,participant5,7,7,P05_trial0008.csv,31
1264,participant5,7,7,P05_trial0008.csv,31
1265,participant5,7,7,P05_trial0008.csv,31
1266,participant5,7,7,P05_trial0008.csv,31
1267,participant5,7,7,P05_trial0008.csv,31
1268,participant5,7,7,P05_trial0008.csv,31
1269,participant5,7,7,P05_trial0008.csv,31
1270,participant5,7,7,P05_trial0008.csv,31
1271,participant5,7,7,P05_trial0008.csv,31
1272,participant5,7,7,P05_trial0008.csv,31
1273,participant5,8,8,P05_trial0009.csv,31
1274,participant5,8,8,P05_trial0009.csv,31
1275,participant5,8,8,P05_trial0009.csv,31
1276,participant5,8,8,P05_trial0009.csv,31
1277,participant5,8,8,P05_trial0009.csv,31
1278,participant5,8,8,P05_trial0009.csv,31
1279,participant5,8,8,P05_trial0009.csv,31
1280,participant5,8,8,P05_trial0009.csv,31
1281,participant5,8,8,P05_trial0009.csv,31
1282,participant5,8,8,P05_trial0009.csv,31
1283,participant5,8,8,P05_trial0009.csv,31
1284,participant5,8,8,P05_trial0009.csv,31
1285,participant5,8,8,P05_trial0009.csv,31
1286,participant5,8,8,P05_trial0009.csv,31
1287,participant5,8,8,P05_trial0009.csv,31
1288,participant5,8,8,P05_trial0009.csv,31
1289,participant5,8,8,P05_trial0009.csv,31
1290,participant5,8,8,P05_trial0009.csv,31
1291,participant5,8,8,P05_trial0009.csv,31
1292,participant5,8,8,P05_trial0009.csv,31
1293,participant5,8,8,P05_trial0009.csv,31
1294,participant5,8,8,P05_trial0009.csv,31
1295,participant5,8,8,P05_trial0009.csv,31
1296,participant5,8,8,P05_trial0009.csv,31
1297,participant5,8,8,P05_trial0009.csv,31
1298,participant5,8,8,P05_trial0009.csv,31
